text,label
A Hùng note hàng loạt lỗi như đứt phiên làm việc với tải trang không hoàn chỉnh á,Giao việc
Duy double check lại cái release number r update lên hệ thống cho c,Giao việc
Tạo event brainstorm phương án cắt giảm chi phí vận hành với các quản lý vào thứ 6.,Lên lịch họp
Phượng confirm lịch đi khảo sát xưởng may gia công ở bình dương tuần sau với sếp,Phê duyệt
anh Bách tin công ty có thể mượn sức đối tác để tiếp cận khách hàng,Lên lịch họp
a Nam ơi chuyển tiếp file tài liệu đặc tả kỹ thuật mới nhất của Dondi cho Tuấn review nhé,Gửi/Trả lời email
a Khang bên agency nó vừa gửi lại kịch bản ver 3 cho cái TVC tết năm nay r á sếp. nó sửa lại chỗ insight khách hàng nhắm trúng tệp genZ r thấy cũng okila lắm. a rảnh thì vô lướt qua cái gdocs r duyệt kịch bản quay TVC này giùm e để mai nó bấm máy lun nha sếp,Phê duyệt
m nhắc Khoa mang cục phát wifi cho team event ngày mai nhé,Tạo nhắc nhở
"Minh trả lời mail của đối tác lớn về tiến độ fix lỗi phần mềm ngay đi, họ hỏi lần 3 rồi",Gửi/Trả lời email
Duy tổng hợp lại list 6 test case tạch vs xem phải regression k nhe,Soạn báo cáo
sếp Tiến confirm lịch bảo trì server đêm chủ nhật giúp phòng IT ạ,Phê duyệt
tổng hợp cái báo cáo danh sách các lỗi vi phạm SLA để phạt bên agency làm event offline nhe,Soạn báo cáo
Sếp Hoàng duyệt mức độ ưu tiên cho các task trong dự án e-commerce này giúp em nha,Phê duyệt
Nhung xuống kho dặn tụi nhỏ gói 5 kiện hàng dễ vỡ đóng mút nổ bàn giao ship trc 2h chiều,Tạo nhắc nhở
Dũng duyệt mẫu quà tặng khách hàng dịp trung thu để em báo xưởng sản xuất,Phê duyệt
Bảo đặt lịch buổi đào tạo kỹ năng bán hàng cho team mới vào tuần sau nha,Lên lịch họp
Nhi confirm số dư tài khoản ngân hàng cuối tháng với bên kiểm toán độc lập,Phê duyệt
Vỹ hẹn lịch test UAT demo với khách hàng dự án app giao hàng sáng t5 lúc 9h đi,Lên lịch họp
Đức ơi review 5 cái cv vị trí QA hr mới gửi trc tối nay rồi báo c ai pass để set lịch nha,Tạo nhắc nhở
9h sáng mai họp được k sếp tại em k xem được calendar của sếp,Lên lịch họp
Set meeting bàn phương án xử lí lô hàng bị hải quan giữ lại lúc 2h chiều nay đi mng.,Lên lịch họp
Tú xử lý giúp anh cái request cấp quyền truy cập database cho nhân sự mới,Giao việc
Hải gửi em file excel danh sách lead từ ads fb tuần này nha,Gửi/Trả lời email
a Tú nghỉ việc hnay á Mai đi clear hết cái exit checklist như thẻ xe thẻ từ vpn trc eod nha e,Tạo nhắc nhở
Tân tạo báo cáo tóm tắt các điểm chưa đạt yêu cầu sau đợt kiểm toán nội bộ Q2,Soạn báo cáo
Phúc fix lẹ cái link hỏng trên server con Sun Ultra 10 nha,Giao việc
"c Thanh ơi book phòng họp lớn thứ 6 này, cần trình bày kết quả kinh doanh tháng 10",Lên lịch họp
Hà nhớ đóng tiền mạng vp trc ngày mai k bị cắt h,Tạo nhắc nhở
làm biên bản đối soát tiền thu hộ COD với bên giao hàng tiết kiệm tháng rồi nha mng,Soạn báo cáo
chị Thủy confirm cái thiết kế banner chạy ads facebook tháng 6 nha,Phê duyệt
sếp confirm cái chính sách bảo lưu phép năm sang năm sau dùm hr ạ,Phê duyệt
Em đẩy mấy cái file mới sửa lên VSS đi nhưng cẩn thận vì server đang hơi lag,Giao việc
Minh ơi review và phê duyệt chính thức bản đặc tả kỹ thuật trước khi nhóm bắt đầu code nhé,Phê duyệt
Quyên tổng hợp báo cáo tiến độ triển khai phase 1 dự án phần mềm nhân sự HRM rùi gửi sếp,Soạn báo cáo
M rảnh thì rep lại mail a Sơn nhe bả hỏi m thấy cái Siebel 6 vs 7 nó có gì hay k nhe để bả tham khảo ý kiến m r bả lên plan cho team,Gửi/Trả lời email
chiều t4 ae mình book phòng họp sync lại vụ này cho clear nhe,Lên lịch họp
Quế chốt bộ KPI đánh giá chất lượng hàng hoá cho team QC tháng này đi c,Phê duyệt
Quang gửi mail cái link temp chứa AWS credentials cho bên agency nhe,Gửi/Trả lời email
Đạt deploy code mới nhất lên staging trc EOD hnay để khách nó UAT,Tạo nhắc nhở
Hương hỏi lại mấy anh bên team dev xem cái chỉ mục này đã đc kiểm tra kĩ chưa nhe do a sợ nó không khớp với mấy cái câu query trong database hiện tại,Giao việc
Anh Hùng rảnh không tạt qua phòng họp số 2 xíu nha,Lên lịch họp
khoa nén mấy file stl in 3d gửi qua mail cho xưởng sản xuất đi em,Gửi/Trả lời email
cương duyệt báo giá tour teambuilding phú quốc của bên vietravel giùm em,Phê duyệt
Vy nay nhờ tech check lại cái mã pixel gắn trên web trc cuối ngày nha hnhu đang đếm sai,Tạo nhắc nhở
Hưng submit số target sales quý sau trc 5h chiều t6 nha a,Tạo nhắc nhở
Đạt lên bamoo order vé máy bay cho sếp trc 11h trưa nay k nó lên giá,Tạo nhắc nhở
Hẹn lịch đi thực địa dự án ở bình dương với team dự án vào nguyên ngày thứ 7.,Lên lịch họp
Vy đọc lại bài PR báo chí rùi confirm chốt ý để sáng mai lên bài,Phê duyệt
nhã duyệt chi phí bảo dưỡng định kì mấy chiếc xe nâng trong kho dùm kho trưởng,Phê duyệt
em check lại xem sáng nay đã gửi mail hợp đồng qua cho bên supplier chưa nha,Gửi/Trả lời email
Team tui đang thảo luận vụ xài lại hệ thống cũ r nha m rảnh thì vô góp ý coi có xài đc k nhe để tụi tui có phương án dự phòng nhe,Giao việc
book lịch họp với ông Tổng giám đốc qua trợ lý của ổng giùm c,Lên lịch họp
Anh Hùng nhờ a Tuấn chạy thử app vì nó đã chuyển sang server mới,Giao việc
Anh Sơn note lại là e muốn đưa chủ đề EDS vào thảo luận trong buổi họp tới nha và chốt luôn deadline sớm hơn tháng sáu giúp e,Lên lịch họp
Yến duyệt gói bảo hiểm sức khỏe hạn mức mới cho level manager nha,Phê duyệt
mai a wfh nên m sang kho lưu trữ sắp xếp đồ đạc giùm a nhe,Giao việc
Book lịch làm việc với kế toán trưởng chốt lại thang bảng lương mới lúc 2h chiều t2.,Lên lịch họp
thạch approve cái claim tiền đi ăn tiếp khách của sếp tổng hqua nhe,Phê duyệt
Nhớ né chiều thứ 6 ra vì trùng lịch họp giao ban công ty,Tạo nhắc nhở
Trang draft cho anh cái plan mua lại domain AvocadoIT bị bọn cybersquatter hốt mất,Soạn báo cáo
m liên hệ với team anh Đạt để trao đổi cách giải quyết cái lỗi database đợt này nha,Giao việc
em book lịch meeting với sếp Tuấn chiều nay để chốt requirements nha,Lên lịch họp
Trâm book lịch đi pitching dự án crm bên cty xyz vào 9h sáng thứ 3 tuần tới nhe.,Lên lịch họp
Duyên tổng kết điểm hqua r làm bc đào tạo nội bộ tháng này nha,Soạn báo cáo
bạn Phú approve bản build v1.2 trên testflight để team QA bắt đầu test,Phê duyệt
anh Tuấn dặn team chuẩn bị đầy đủ tài liệu cho cuộc họp sáng mai nhe,Giao việc
Ông Hùng ổng gửi lại cái đặc tả chức năng r nha m rảnh thì update lại cái phần EMDS giùm ổng nhe do ổng hối quá,Giao việc
c Yến fwd link cho a Giang tải trình giả lập về test tính năng nhe,Giao việc
Đạt draft lại cái tên tài liệu hướng dẫn này nghe cho uy tín hơn nha,Soạn báo cáo
Nhung book lịch phỏng vấn ứng viên cho vị trí CFO với các sếp nha,Lên lịch họp
Vân attach hình uỷ nhiệm chi vô mail gửi team finance confirm đi,Gửi/Trả lời email
"Linh ơi set meeting với đội BE và FE để đồng bộ về triển khai plan nhé, thứ 4 chiều",Lên lịch họp
Diệu confirm danh sách rút gọn 5 bạn influencer chạy mảng beauty trc ngày mai nhé,Phê duyệt
a Tuấn confirm tuần tới sẽ hoàn tất việc chi trả các khoản thưởng,Phê duyệt
c Xuyên confirm tài liệu tích hợp API với bên đối tác momo rùi gửi lại họ,Phê duyệt
Hiếu vô check hoá đơn đỏ của nhà cung cấp A rùi duyệt thanh toán nhé,Phê duyệt
Linh này đợt vừa rồi tổng đài chăm sóc khách hàng nhận được khá nhiều ý kiến trái chiều về thái độ của nhân viên giao hàng đó em. vấn đề này ảnh hưởng rất lớn đến uy tín của thương hiệu nhà mình. em mở hệ thống ghi âm ra nghe lại rồi Soạn thảo đánh giá mức độ hài lòng của khách hàng nộp cho anh vào cuộc họp đầu tuần tới nha.,Soạn báo cáo
nhắc đi đăng ký khóa học cho bé Mai,Tạo nhắc nhở
Tớ gửi mấy cái data sheet thông số kỹ thuật qua mail cho bác rồi đó,Gửi/Trả lời email
book lịch phỏng vấn vs mấy ứng viên pass vòng cv vào tuần này nha,Lên lịch họp
bạn nào đi được thì rep mail cf cho c nha,Gửi/Trả lời email
tối cn Bảo rảnh check log tường lửa xem có bất thường k trc 10h nha,Tạo nhắc nhở
A Minh bảo m kiếm thử coi lão Jeff Roth bên Accenture là ai nhe m vô hệ thống tra thông tin r gửi lại bả nha để bả xem xét r liên lạc,Giao việc
Tuyết chốt cái thực đơn gala dinner cho đợt đi company trip để e báo nhà hàng,Phê duyệt
a Sơn gửi đính kèm mấy cái thông báo lỗi trigger r đề xuất ngày mai team mình set một cái meeting ngắn để xin ý kiến a Hùng tìm hướng giải quyết dứt điểm sự cố này nhe,Lên lịch họp
Sếp Tùng review giùm em cái draft mục tiêu quý 2 này xem ổn chưa để em chốt,Phê duyệt
Vân xem lại điều khoản tự động gia hạn rùi confirm chốt hợp đồng nha,Phê duyệt
Duy confirm lại tệp target audience chạy ads fb đợt này để team lên camp nha,Phê duyệt
Phát hẹn team mkt họp brainstorm campaign tết vào 10h sáng mai nha.,Lên lịch họp
m check lại giùm t cái định nghĩa của thuộc tính này trong file doc xem đúng chưa nha.,Giao việc
Phùng lập bảng báo cáo phần trăm hoàn thành chỉ tiêu sản lượng của ca sáng và ca chiều,Soạn báo cáo
chị duyệt form cấp phòng tạm cho em Hà rồi đó,Phê duyệt
anh Kỷ làm báo cáo đánh giá ROI của đợt tham gia gian hàng hội chợ Q1 giùm c,Soạn báo cáo
Bảo check kĩ thông số con Casio r báo lại t gấp nhe,Giao việc
Sếp Sơn ơi a gửi mail hẹn lịch họp với mấy sếp bên quỹ Morgan Stanley Dean Witter vào ngày mai nhe để e rảnh thì vô chung,Gửi/Trả lời email
c Bảo cbi set quà trung thu tặng cty sếp Nam trc thứ 6 tuần này nha c,Tạo nhắc nhở
Bản mới nhất là cái nào sếp gửi tớ với,Giao việc
attach cái form đề xuất mua thiết bị vô mail gửi sếp duyệt trc 4h chiều,Gửi/Trả lời email
Set cái lịch brainstorm kịch bản quay tvc tết với đạo diễn vào 9h sáng mai đi.,Lên lịch họp
em xử lý mấy cái biên bản nghiệm thu để chuyển qua kế toán thanh toán nhé,Giao việc
Book lịch cho cả Dũng vào họp để nghe ổng feedback luôn nhé,Lên lịch họp
trưa nay team mình set kèo đi ăn chung để bonding luôn nha mấy đứa,Lên lịch họp
hr báo c chốt danh sách nv nhận quà trung thu phòng mình trc 12h trưa mai nhe Lệ,Tạo nhắc nhở
Vinh lập file báo cáo đo lường chi phí tuyển dụng (cost per hire) của từng nguồn CV,Soạn báo cáo
Mng lên lịch gọi điện đàm phán giá cả với đối tác và chốt deadline triển khai dự án nha.,Lên lịch họp
tui vừa gửi email đính kèm bản draft đầu tiên của bộ thông số đồ họa cho team rồi nha,Gửi/Trả lời email
nhắc mn hnay là deadline nộp giấy tờ hoàn ứng thẻ tín dụng r nhé,Tạo nhắc nhở
anh Bảo ơi sau ba ngày đàm phán thì bên cho thuê mặt bằng đã đồng ý giảm giá thuê kho bãi xuống năm phần trăm so với mức giá ban đầu rồi anh ạ. các điều khoản về bảo vệ an ninh và phòng cháy chữa cháy em cũng đã thêm đầy đủ vào văn bản rồi. anh kiểm tra lại một lần nữa rồi phê duyệt hợp đồng thuê nhà xưởng để chiều nay em hẹn họ ký kết nhé.,Phê duyệt
Ân book phòng họp để team mình làm lễ chia tay bạn Minh nghỉ việc chiều t6 nhe.,Lên lịch họp
Sơn gửi cho Vy mấy cái data sheet có đầy đủ thông tin r nhe mọi người lấy về nghiên cứu kĩ để mốt còn đem đi present cho khách hàng,Giao việc
soạn cái báo cáo giải trình chênh lệch chi phí book KOL so với ngân sách dự kiến nhe,Soạn báo cáo
Nhi tổng hợp file báo cáo chi phí vận tải tháng rồi rùi gửi kế toán,Soạn báo cáo
m gọi ổng bảo a Tuấn rep mà ch nghe lại đó,Giao việc
Anh Hùng thiết lập xong dữ liệu test sớm r báo lại để team chạy nha,Giao việc
Trực làm báo cáo so sánh tỉ trọng chi phí vận tải trên tổng doanh thu của Q1 nhe,Soạn báo cáo
Tín approve cái proposal tổ chức event ra mắt của bên agency abc nhe,Phê duyệt
Sơn kiểm tra hòm mail rồi báo ngay vs phòng kinh doanh xác nhận cái form trên web để mai còn demo cho khách nha k là chết dở,Giao việc
Anh em dời cái khóa training đó sang 29 nha vì đầu tháng bận quá,Tạo nhắc nhở
Tuấn gọi thợ điện lạnh qua sửa cái máy lạnh phòng họp 2 trc cuối ngày k sếp nóng sếp chửi r,Tạo nhắc nhở
Oanh gửi mail cái draft bài PR tuần sau cho c duyệt trc khi post nha e,Gửi/Trả lời email
Thái review rùi approve cái PR refactor đống code cũ hqua nha,Phê duyệt
Xuân làm báo cáo tỉ lệ pass phỏng vấn của các nguồn tuyển dụng Q3 đi,Soạn báo cáo
Tú nhờ thư ký book lịch họp hội đồng quản trị định kỳ vào mùng 5 tháng sau.,Lên lịch họp
Hưng gửi thư yêu cầu hoàn ứng đính kèm toàn bộ hóa đơn đỏ cho phòng tài chính,Gửi/Trả lời email
làm bảng dự toán ngân sách thay mới laptop và màn hình cho nhân viên trong quý 3 giùm,Soạn báo cáo
Lãm note lại rùi làm cái biên bản cuộc họp đánh giá năng lực nhân sự quý 3 đi,Soạn báo cáo
Vy liên hệ chị Kathy xem bả rảnh lúc nào thì book lịch họp online giùm a nha do a Sơn đi công tác nên bả sẽ thay a ấy chốt design,Lên lịch họp
Lộc vô duyệt mấy cái biến thể A/B testing cho nút call-to-action trên web nhe,Phê duyệt
c Thái duyệt cái form đánh giá thử việc của bé intern mkt nha,Phê duyệt
Đăng duyệt cái ticket jira yêu cầu tạo môi trường staging mới nhe,Phê duyệt
Ngọc vô hệ thống duyệt đơn nghỉ phép của team trc eod nha,Tạo nhắc nhở
em reply email báo khách là hệ thống không hỗ trợ account demo và đề xuất phương án khác giúp anh,Gửi/Trả lời email
Ngọc gọi chành xe book xe tải 2 tấn chở hàng xuống cần thơ trc sáng mai,Tạo nhắc nhở
Minh review bản kế hoạch phân tích đối thủ đối tác thiết bị và xác nhận hướng đi đúng chưa nhé,Phê duyệt
Sếp Tuấn giao a Hùng vs c Linh lên plan tổ chức tiệc trao giải sales năm nay r list danh sách các hạng mục cần trao nhe,Lên lịch họp
Vì anh Tùng thấy phần mềm đánh dấu chưa cần thiết nên chị Trang chốt trước mắt chỉ mua một phần mềm đồ họa thôi,Phê duyệt
anh Đạt đồng ý với hướng đi này và gợi ý một số tiêu chí đo lường cụ thể để xác thực dữ liệu từ đó xây dựng mốc chuẩn cho dự án,Lên lịch họp
Sau khi xem anh Lâm yêu cầu bổ sung thêm thông tin dự báo vì bản gốc bị thiếu,Soạn báo cáo
a Tuấn fwd báo cáo lỗi này cho team R&D fix gấp giùm e nha chứ h e test thử thấy bị đánh chặn r tạo link giả mạo đc luôn á,Giao việc
chị Thảo ơi chiều nay trường mầm non của con gái em có tổ chức buổi họp phụ huynh cuối năm học nên em không thể ở lại làm việc đến năm rưỡi được. các phần việc trong ngày em đã bàn giao lại cho bạn cùng tổ rồi ạ. chị vào hệ thống nhân sự phê duyệt đơn xin về sớm cho em để chiều nay em đi đón bé nhà em nhé chị.,Phê duyệt
Huỳnh check log r fix quả memory leak trên app trc thứ 4 m nhe,Tạo nhắc nhở
sếp soạn giùm em cái báo cáo tóm tắt tình hình hợp tác với ngân hàng Trustmark.,Soạn báo cáo
chị Tường gửi cho e cái link google sheet quản lý kpi năm nay qua mail ạ,Gửi/Trả lời email
Yến vẽ cái phễu báo cáo xem ứng viên rớt nhiều nhất ở vòng phỏng vấn nào Q3,Soạn báo cáo
Quang confirm chính sách tích điểm mới cho hội viên khách hàng thân thiết,Phê duyệt
tks nha đổi xog thì rà lại 1 lượt xem còn update nào bên mục khóa học k,Giao việc
Lan đếm lại lô hàng mỹ phẩm hàn quốc coi dư thiếu nhiu báo c trc thứ 5 nhen,Tạo nhắc nhở
Lan gửi email đính kèm danh sách ngân sách năm nay cho các trưởng phòng giúp anh,Gửi/Trả lời email
Khang gửi cái template NDA qua mail cho mấy ae sale xài đi m,Gửi/Trả lời email
hùng confirm lại thời gian release bản patch vá lỗi tối nay cho ae,Phê duyệt
Hẹn 3 công ty du lịch qua văn phòng trình bày báo giá tour company trip vào thứ 5.,Lên lịch họp
Set lịch sync up với team sale HN về target quý 4 vào đầu giờ sáng mai giùm.,Lên lịch họp
Cúc confirm cái mức hoa hồng % trả cho tiktoker chạy affiliate chiến dịch tới,Phê duyệt
Cứ gửi thẳng mấy cái điều khoản này cho đối tác đi sếp ơi,Gửi/Trả lời email
trang confirm lịch dọn vệ sinh xịt côn trùng văn phòng cuối tuần này nhe,Phê duyệt
chị Lan nhấn mạnh với anh Cường và chị Yến rằng vấn đề cô quan tâm nhất hiện nay là ai sẽ đứng ra dẫn dắt dự án này đi đến thành công,Lên lịch họp
Châu approve dùm em mấy cái testcase của tính năng login mới nha,Phê duyệt
nhờ c Lan support cái vụ demo đi a bận r,Giao việc
Tuấn check lại với Robert xem tài liệu thuyết trình đã gửi đúng bản chưa,Giao việc
Vy hẹn team design bên agency 3h chiều t4 qua cty mình họp chốt lại mấy cái mockup nha e,Lên lịch họp
Anh em nhớ rà soát kỹ 2 cái critical bug này trước khi release nhé,Tạo nhắc nhở
Team chưa chuẩn bị xong data nên chị dời lịch họp sang thứ sáu tuần sau giúp em với ạ,Lên lịch họp
Hùng gom data viết bc tổng kết phase 1 dự án đi,Soạn báo cáo
e thống kê tương tác r làm bc performance fanpage tuần nha Giao,Soạn báo cáo
Nhung viết cái report tóm tắt buổi present hnay nhé,Soạn báo cáo
A Tuấn nhắc xử lý khéo khoản thưởng của a Sơn để c Bích không biết chuyện nhe,Phê duyệt
mai 10h sáng Nam chốt list vendor gửi group nhé,Tạo nhắc nhở
Tòng viết report đánh giá mức độ sử dụng tính năng giỏ hàng mới của user nha,Soạn báo cáo
Ý tạo link meet họp team SEO lên kế hoạch đi backlink quý tới vào 2h chiều nay nha.,Lên lịch họp
sếp Phát duyệt uỷ nhiệm chi tiền điện văn phòng tháng 5 giúp em ạ,Phê duyệt
"em Thảo nhắn hỏi anh Duy xem chiều mai có thể họp lúc 2h k, mình cần đồng bộ về dự án sàn giao dịch",Lên lịch họp
Phong approve kết quả pen-test của app để bên security đóng ticket,Phê duyệt
Tân nộp bill hoàn ứng tiền đi công tác trc t6 tuần này đi ông,Tạo nhắc nhở
Anh Thành muốn tổ chức đào tạo trực tiếp trong hai tuần thay vì học qua điện thoại do lo ngại về sự chênh lệch múi giờ giữa hai bên,Lên lịch họp
Thủy viết xong bài pr gửi báo trc thứ 4 tuần này,Tạo nhắc nhở
Toàn lên lịch họp team kho bãi với team vận chuyển để thống nhất quy trình giao hàng trong tuần.,Lên lịch họp
đoan xuất file báo cáo campaign ads hôm qua ra pdf rồi email cho t,Gửi/Trả lời email
Anh Giang check lại hệ thống rồi duyệt gấp giùm em cái hợp đồng thuê văn phòng mới để kịp gửi cho bên môi giới chốt cọc nha,Phê duyệt
Nhật viết báo cáo đánh giá năng lực thử việc của bạn content mới nhe,Soạn báo cáo
ae confirm thể lệ chơi mini game cho buổi livestream tối thứ 6 trên tiktok,Phê duyệt
chị Lan đã biên soạn toàn bộ thông tin phân quyền vào một tài liệu chính sách giá chuẩn để dễ tham chiếu chứ quy trình hiện tại bất cập,Soạn báo cáo
gửi lại thư điện tử bản sao kê thẻ tín dụng doanh nghiệp tháng rồi cho chị,Gửi/Trả lời email
m ưu tiên nguồn lực đẩy nhanh cái deal với bên Viettel đi,Giao việc
nhờ mấy đứa qua hỗ trợ bạn Vy cái lỗi Emulator nha vì nãy e gọi điện hỏi mà bả chưa biết fix sao á để t rảnh t qua phụ luôn,Giao việc
tí đi làm m ghé lấy mấy món đồ điện tử cho phòng mkt luôn nhe,Giao việc
Tạo event trên calendar cho buổi workshop quản lý tài chính cá nhân chiều thứ 6.,Lên lịch họp
Khoa ơi nãy tao check thấy server load đang bị cao vl. mày vào monitor xem có query nào bị chậm ko. tao sợ nó sập thì ăn cám. m nhớ backup database lại trc 12h đêm nay cho chắc cú r tính tiếp,Tạo nhắc nhở
cty hết thẻ bản quyền r nên a Tuấn cứ theo hướng dẫn chi tiết của a Sơn để cài đặt phiên bản miễn phí lên toàn bộ hệ thống máy chủ đi,Giao việc
nhắn bên Ấn r nhắc họ vụ này gấp đi Sơn,Giao việc
Yến vô amish xin duyệt mức chiết khấu 15% cho npp trc trưa mai giùm a,Tạo nhắc nhở
Lương đk thẻ khách cho đối tác hnay xuống vp trc 9h sáng mai nha,Tạo nhắc nhở
Anh Sơn xác định lại khung thời gian r báo cáo chi tiết để e biết đường update cho khách America West xem họ có chịu k nha,Giao việc
Quế sắp xếp cho a một buổi cà phê với headhunter bên Navigos chiều thứ 4 nhe.,Lên lịch họp
Anh em nào check qua mấy cái bug trong báo cáo thì gửi mã bug cho t nha,Giao việc
A Dũng update giúp e mấy cái version phần mềm khách đang dùng vs,Giao việc
a Khải trc khi về nhớ ghi bc giao ca tối nha,Soạn báo cáo
An e lượn 1 vòng fb vs tiktok coi dạo này bên Vin nó mới ra dòng sữa hạt mới bao bì ntn r giá cả ra sao nghen e. t thấy khách mình bắt đầu bỏ m sang mua bên đó r á do nó đang km mua 1 tặng 1. e lập 1 cái báo cáo phân tích đối thủ chi tiết mảng này để team mình tính bài counter nha,Soạn báo cáo
Lên lịch họp 1-1 với từng nhân viên phòng CSKH để đánh giá năng lực cuối năm trong tuần này.,Lên lịch họp
trúc tổng hợp báo cáo danh sách lỗi phát sinh trong đợt test UAT phần mềm hqua,Soạn báo cáo
Ngọc duyệt chọn nhà cung cấp bao bì mới trong hôm nay nha,Phê duyệt
Yến list size áo đồng phục của nhân viên mới r chốt số lượng gửi xưởng may trc ngày mai nhen,Tạo nhắc nhở
chị gửi list mấy hạng mục cần check r đó,Gửi/Trả lời email
Đào sắp xếp một buổi exit interview với bạn design mới xin nghỉ vào cuối ngày mai.,Lên lịch họp
em Lan xem qua và approve bản salary plan cho nhân sự tháng 11 giúp chị vs,Phê duyệt
cả nhóm đang thảo luận sôi nổi xem nên điều chỉnh văn phong như thế nào cho phù hợp và làm sao để đẩy nhanh quy trình kiểm duyệt nhằm phát hành bài viết sớm nhất có thể,Lên lịch họp
Quế chốt cái ngoại lệ bảo hành cho khách VIP bên quận 1 để cskh báo khách,Phê duyệt
Quân viết document đánh giá hiệu suất làm việc của team remote trong Q2 trình sếp,Soạn báo cáo
Tú gửi mail agenda cho 11 người trong team r nha,Gửi/Trả lời email
M gửi lại toàn bộ mấy file html tĩnh qua cho a Tuấn bên ops đi vì site trên production đang chạy chậm quá trời k load nổi hình ảnh kìa,Giao việc
a Dũng check lại mấy cái file trong bản release đợt này nha,Giao việc
Tuấn lên plan migrate cái db sang con server mới r review vs a trc cuối tuần để cn này làm luôn,Tạo nhắc nhở
Hà m coi build cái hotfix lỗi thanh toán hqa push mẹ lên prod trc eod hnay luôn đi,Tạo nhắc nhở
My gửi draft hợp đồng cho team pháp chế check trc t4 tuần này nha,Tạo nhắc nhở
Trực lập báo cáo dự phóng chi phí scale server aws cho mùa peak sale sắp tới,Soạn báo cáo
em book lịch ăn trưa thứ 6 với anh Dũng để bàn vụ host cái web công ty nha,Lên lịch họp
Bảo vô duyệt cái claim tiền taxi đi công tác tháng trước của t với,Phê duyệt
Hương set lịch hẹn gặp khách VIP bên q7 chiều t5 lúc 2h để kí hđđt dùm c,Lên lịch họp
Tân làm file báo cáo đối chiếu số dư sổ quỹ với sao kê ngân hàng đi,Soạn báo cáo
Hay anh em mình xài WebEx để họp online cho tiện,Lên lịch họp
Phương em kiểm tra lại sổ danh bạ khách hàng tiềm năng mà hôm đi tham gia triển lãm mình thu thập được nhé. hôm qua anh gọi thử vài số thì toàn báo sai số điện thoại với nhầm người thôi. em gọi điện thoại xác minh lại từng người rồi cập nhật danh sách liên lạc khách hàng lên hệ thống trước cuối ngày hôm nay để ngày mai phân bổ cho nhân viên gọi điện nhé.,Tạo nhắc nhở
Hoa tổng hợp số liệu làm báo cáo tình hình sử dụng hóa đơn tháng 8,Soạn báo cáo
sếp Trọng bên npp Vũng Tàu nó đòi gặp mặt offline thì nó mới chịu kí cái hđ ôm lô hàng 3 tỷ sếp ạ. deal này ngon mỡ mình k bỏ đc. e lên lịch t6 này chạy xe xuống đó tiếp khách cmnl. sếp vô hệ thống duyệt lịch công tác vũng tàu cho team sale e đi quẩy nha sếp,Phê duyệt
bạn tạo nhắc nhở dời lịch các cuộc họp dự án sang đầu tuần thứ hai và thứ ba nha,Tạo nhắc nhở
Anh Cường chỉ đạo nhóm tạo một báo cáo chứa danh sách toàn bộ thông tin khách hàng nhằm tạo đà hợp tác tốt hơn với đối tác trong tương lai,Soạn báo cáo
Thắng approve đề xuất mua license Jira cho team project trong sáng nay nha,Phê duyệt
Duy chốt cái dresscode đi gala dinner đợt company trip rùi thông báo mng,Phê duyệt
Minh vô jira update status mấy cái task sprint này sang done trc eod m nhé,Tạo nhắc nhở
Nhung gửi file test case UAT qua email cho khách verify ngay nha e,Gửi/Trả lời email
Vĩnh đi thu sổ bhxh của mấy b nv mới vô đợt r nộp lại hr trc ngày 15 nghen,Tạo nhắc nhở
Hân làm báo cáo đề xuất phương án redesign UI/UX cho app bản mới,Soạn báo cáo
Hà check dms coi cái mã đơn của chị Thủy q7 là đứa nào giao mà bể nát li rượu vang của ngta r. khách đang quậy um sùm trên fb kìa e. e điều phối giao đền ngay 1 bộ khác trc 4h chiều nay xong xl ngta dùm c,Tạo nhắc nhở
chị Hương draft cái plan cung cấp dịch vụ cho khách mới nhé,Soạn báo cáo
ae confirm lại chính xác cái thời điểm cần rollback database để t thực hiện luôn nha,Phê duyệt
Hữu đọc rùi approve cái bộ tài liệu hướng dẫn dùng internal API cho team mobile,Phê duyệt
Lan qua xưởng in xem bản proof rùi chốt màu in cuốn catalogue nhe,Phê duyệt
chị book lịch họp vào thứ Hai hoặc thứ Ba tuần sau do sếp đi vắng đến thứ Sáu mới về,Lên lịch họp
Gửi thông tin cái khóa training tháng 1 qua cho mng nha em,Gửi/Trả lời email
Check lại xem do lỗi tool hay là tại cái source code bị sai logic vậy Thành,Giao việc
Anh Tuấn nhấn mạnh lại là trong tệp cấu hình chỉ cần duy nhất một keystore để chứa cả hai chứng chỉ bảo mật r khuyên a Hùng xài công cụ mã khóa,Giao việc
"Minh ơi chiều nay đặt phòng họp tầng 3 lúc 3h cho nhóm vs, có cả bên đối tác công nghệ tham dự nha",Lên lịch họp
mọi người note lại chiều nay gọi cho sếp Tùng để báo cáo tiến độ nha,Tạo nhắc nhở
"chị Hương ơi chuyển tiếp email xác nhận lịch họp cho toàn nhóm nhé, ai không nhận thì nhắn tin lại",Gửi/Trả lời email
tạo reminder để anh set up cái tool auto update file mỗi ngày,Tạo nhắc nhở
book lịch họp chốt nội dung vs sếp Nam lúc 12h trưa thứ năm nhe e,Lên lịch họp
Thảo chốt lại bộ tiêu chuẩn kiểm tra chất lượng hàng nhập kho đi,Phê duyệt
Đạt reply mail đính kèm cái file config server cho team IT deploy nhé,Gửi/Trả lời email
